,Chest,Chest,Chest,Chest,Chest,Chest,Chest,Chest,Chest,Chest,Chest,Chest,Chest,Chest,LeftFoot,LeftFoot,LeftFoot,LeftFoot,LeftFoot,LeftFoot,LeftFoot,LeftFoot,LeftFoot,LeftFoot,LeftFoot,LeftFoot,LeftFoot,LeftFoot,LeftShank,LeftShank,LeftShank,LeftShank,LeftShank,LeftShank,LeftShank,LeftShank,LeftShank,LeftShank,LeftShank,LeftShank,LeftShank,LeftShank,LeftThigh,LeftThigh,LeftThigh,LeftThigh,LeftThigh,LeftThigh,LeftThigh,LeftThigh,LeftThigh,LeftThigh,LeftThigh,LeftThigh,LeftThigh,LeftThigh,LeftWrist,LeftWrist,LeftWrist,LeftWrist,LeftWrist,LeftWrist,LeftWrist,LeftWrist,LeftWrist,LeftWrist,LeftWrist,LeftWrist,LeftWrist,LeftWrist,Pelvis,Pelvis,Pelvis,Pelvis,Pelvis,Pelvis,Pelvis,Pelvis,Pelvis,Pelvis,Pelvis,Pelvis,Pelvis,Pelvis,RightFoot,RightFoot,RightFoot,RightFoot,RightFoot,RightFoot,RightFoot,RightFoot,RightFoot,RightFoot,RightFoot,RightFoot,RightFoot,RightFoot,RightShank,RightShank,RightShank,RightShank,RightShank,RightShank,RightShank,RightShank,RightShank,RightShank,RightShank,RightShank,RightShank,RightShank,RightThigh,RightThigh,RightThigh,RightThigh,RightThigh,RightThigh,RightThigh,RightThigh,RightThigh,RightThigh,RightThigh,RightThigh,RightThigh,RightThigh,RightWrist,RightWrist,RightWrist,RightWrist,RightWrist,RightWrist,RightWrist,RightWrist,RightWrist,RightWrist,RightWrist,RightWrist,RightWrist,RightWrist
,Time,Orientation,Orientation,Orientation,Orientation,Accelerometer,Accelerometer,Accelerometer,Gyroscope,Gyroscope,Gyroscope,Magnetometer,Magnetometer,Magnetometer,Time,Orientation,Orientation,Orientation,Orientation,Accelerometer,Accelerometer,Accelerometer,Gyroscope,Gyroscope,Gyroscope,Magnetometer,Magnetometer,Magnetometer,Time,Orientation,Orientation,Orientation,Orientation,Accelerometer,Accelerometer,Accelerometer,Gyroscope,Gyroscope,Gyroscope,Magnetometer,Magnetometer,Magnetometer,Time,Orientation,Orientation,Orientation,Orientation,Accelerometer,Accelerometer,Accelerometer,Gyroscope,Gyroscope,Gyroscope,Magnetometer,Magnetometer,Magnetometer,Time,Orientation,Orientation,Orientation,Orientation,Accelerometer,Accelerometer,Accelerometer,Gyroscope,Gyroscope,Gyroscope,Magnetometer,Magnetometer,Magnetometer,Time,Orientation,Orientation,Orientation,Orientation,Accelerometer,Accelerometer,Accelerometer,Gyroscope,Gyroscope,Gyroscope,Magnetometer,Magnetometer,Magnetometer,Time,Orientation,Orientation,Orientation,Orientation,Accelerometer,Accelerometer,Accelerometer,Gyroscope,Gyroscope,Gyroscope,Magnetometer,Magnetometer,Magnetometer,Time,Orientation,Orientation,Orientation,Orientation,Accelerometer,Accelerometer,Accelerometer,Gyroscope,Gyroscope,Gyroscope,Magnetometer,Magnetometer,Magnetometer,Time,Orientation,Orientation,Orientation,Orientation,Accelerometer,Accelerometer,Accelerometer,Gyroscope,Gyroscope,Gyroscope,Magnetometer,Magnetometer,Magnetometer,Time,Orientation,Orientation,Orientation,Orientation,Accelerometer,Accelerometer,Accelerometer,Gyroscope,Gyroscope,Gyroscope,Magnetometer,Magnetometer,Magnetometer
,S,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,S,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,S,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,S,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,S,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,S,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,S,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,S,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,S,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,S,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,12.3100000,-0.5905982,-0.4069040,-0.4024223,0.5689282,-9.5961417,-0.0244148,3.1082295,0.2555403,0.0889237,-0.1656048,45.5830892,0.6720518,-14.9039504,12.3100000,-0.7406161,-0.2771369,-0.1228215,0.5996647,-5.1698353,2.6392406,8.0220951,-0.0255821,0.1009934,-0.0605106,25.2082882,-0.2246162,-46.6200714,12.3100000,0.6952082,-0.0008246,0.7182824,0.0274821,-9.9149300,-0.2470525,-1.6125883,0.0447947,0.0592864,0.0848967,42.6038361,-3.8819542,12.5761438,12.3100000,0.4121403,0.5618278,0.5157570,-0.4984823,-10.1402889,-2.7080303,-1.2410738,-0.1694944,0.2412333,-0.0199345,44.3026806,10.8117146,2.0915106,12.3100000,-0.4864463,-0.5460647,-0.3014186,0.6118253,-10.2016658,0.6984283,3.2919032,0.2738112,-0.1489543,-0.7372757,46.1410071,-4.2360483,-19.4219780,12.3100000,0.0884970,-0.5982350,0.0300888,0.7958504,-9.6538187,-0.1422126,2.9663990,0.4299654,-0.0132442,-0.1095385,45.3993340,-1.6925529,-24.1706581,12.3100000,-0.5836726,-0.3655176,-0.0223667,0.7247227,-1.3838557,5.9153415,8.5282871,0.1328370,0.1375860,0.7603097,20.6084411,-9.0287906,-33.9637535,12.3100000,-0.0614513,-0.5662408,-0.0802866,0.8180153,-9.1710449,3.1182389,2.7100434,0.4658047,0.1216448,0.0057667,32.7540768,4.7486801,-26.0666290,12.3100000,-0.1696893,-0.7232662,-0.0111127,0.6693041,-9.9850307,1.7587646,-1.0013978,-0.1239667,0.2030301,0.3737287,42.6642890,-8.5454948,-3.3680323,12.3100000,-0.5469015,-0.4580972,-0.3862458,0.5846879,-9.6204898,1.0864589,3.3598238,0.1295490,-0.3160794,0.2254384,42.2630869,0.0962653,-18.2734271
1,12.3200000,-0.5894198,-0.4077026,-0.4023076,0.5696591,-9.5257882,-0.0244148,3.1053387,0.2562572,0.1067729,-0.1509036,45.6434822,0.7324442,-14.7831650,12.3200000,-0.7404276,-0.2772969,-0.1233832,0.5997082,-5.1301612,2.4011963,8.0745869,-0.0281991,0.1013672,-0.0534608,25.2522344,-0.2148503,-46.6200714,12.3200000,0.6949857,0.0002386,0.7185074,0.0272388,-9.8112027,0.3219808,-1.6151001,0.1216628,0.0537331,0.1109662,42.5929273,-3.8916508,12.4978701,12.3200000,0.4118188,0.5620370,0.5165523,-0.4976882,-10.0731934,-2.5880232,-1.2878744,-0.1034501,0.1990417,-0.0354255,44.3576540,10.7303076,2.2074674,12.3200000,-0.4836050,-0.5450358,-0.3022791,0.6145645,-10.3118945,0.6484864,3.4143378,0.2195689,-0.1733564,-0.7639768,46.0374802,-3.9397480,-19.5166500,12.3200000,0.0901877,-0.5980556,0.0315044,0.7957406,-9.6460871,-0.0821989,2.9265238,0.4358931,0.0036666,-0.1037175,45.4790818,-1.8418837,-24.2504091,12.3200000,-0.5859292,-0.3665317,-0.0208722,0.7224306,-1.8189763,5.3101473,8.6822224,0.1634266,0.1321299,0.7128092,20.5328522,-9.2241091,-33.9732018,12.3200000,-0.0616956,-0.5672493,-0.0798154,0.8173441,-9.6282179,2.9494307,2.5897810,0.0722837,0.2361658,0.1220325,32.7267720,4.7486801,-25.9753425,12.3200000,-0.1713649,-0.7239268,-0.0107163,0.6681685,-9.7898944,2.0398450,-1.1234839,-0.1432094,0.2287141,0.3353138,42.4807951,-8.6431636,-2.9914180,12.3200000,-0.5478411,-0.4579695,-0.3844863,0.5850678,-9.5284102,1.0906379,3.3800577,0.1529824,-0.3241363,0.2447854,42.1654344,0.0659498,-18.3822219
2,12.3300000,-0.5882339,-0.4086032,-0.4021887,0.5703232,-9.4123868,-0.0197565,3.0942545,0.2640436,0.1239197,-0.1352890,45.6807478,0.7324442,-14.7831650,12.3300000,-0.7402673,-0.2775220,-0.1238703,0.5997016,-5.1747183,2.3731192,8.0373541,-0.0124439,0.1001389,-0.0369045,25.3059464,-0.2246162,-46.5761261,12.3300000,0.6947862,0.0013603,0.7187051,0.0270782,-9.6525208,0.7079317,-1.5260230,0.1180517,0.0463627,0.1307293,42.5133447,-3.9796135,12.5858326,12.3300000,0.4113399,0.5622983,0.5170054,-0.4973184,-9.7863526,-2.2747569,-1.3488692,-0.0035907,0.1445691,-0.0421910,44.2782840,10.7465581,2.3621618,12.3300000,-0.4808654,-0.5437434,-0.3032565,0.6173711,-10.3034217,0.6469924,3.5719130,0.1723418,-0.2082784,-0.7865386,46.1169531,-3.5521005,-19.6143079,12.3300000,0.0918262,-0.5979006,0.0329893,0.7956096,-9.5441627,-0.0333702,2.8876636,0.4403615,0.0116424,-0.0877139,45.4072758,-1.8799402,-24.1885690,12.3300000,-0.5877171,-0.3672543,-0.0195291,0.7206465,-2.1146394,4.8875888,8.6751196,0.1438751,0.0724479,0.5732535,20.5107836,-9.3752861,-33.9732018,12.3300000,-0.0632362,-0.5686371,-0.0803544,0.8162084,-10.0412579,2.0757323,2.7616223,-0.2427323,0.3426285,0.2310951,32.8264434,4.6721492,-25.8011526,12.3300000,-0.1730372,-0.7246947,-0.0105248,0.6669070,-9.6558921,2.4065429,-1.2452373,-0.1667137,0.2682633,0.3097485,42.1887856,-8.7411578,-3.1739249,12.3300000,-0.5487560,-0.4579785,-0.3825468,0.5854746,-9.4753946,1.1314448,3.3776070,0.1933607,-0.3284093,0.2658136,42.0789185,-0.1063610,-18.5650098
3,12.3400000,-0.5870022,-0.4096413,-0.4020960,0.5709126,-9.2816373,-0.0168662,3.0314466,0.2749784,0.1524663,-0.1227803,45.7085278,0.7697147,-14.7458945,12.3400000,-0.7401441,-0.2778122,-0.1242333,0.5996441,-5.2265998,2.5141148,7.9451884,0.0087588,0.0914335,-0.0163961,25.3059464,-0.1709037,-46.5224152,12.3400000,0.6946061,0.0024427,0.7188767,0.0270674,-9.5047228,0.8130516,-1.4087922,0.0902880,0.0402717,0.1457895,42.7086668,-3.9905134,12.6064213,12.3400000,0.4106636,0.5626698,0.5171103,-0.4973480,-9.4973987,-1.8495485,-1.5258864,0.1035898,0.1023662,-0.0441512,44.3047104,10.8279667,2.2705770,12.3400000,-0.4782339,-0.5421641,-0.3042996,0.6202840,-10.1255401,0.5759892,3.7069415,0.1315561,-0.2559528,-0.8079342,46.0248999,-3.2561344,-19.6172962,12.3400000,0.0933654,-0.5977636,0.0345555,0.7954669,-9.4918657,-0.0044757,2.8610080,0.4411451,0.0180518,-0.0625753,45.4768503,-1.8799402,-24.1706581,12.3400000,-0.5889847,-0.3674834,-0.0186162,0.7195181,-2.1544255,4.3249039,8.6156685,0.0645994,0.0057522,0.3876473,20.3717614,-9.4194129,-33.9925075,12.3400000,-0.0657093,-0.5701620,-0.0813178,0.8148528,-10.2910207,0.9390729,3.0237888,-0.4199077,0.3803400,0.3400364,32.9363006,4.6632280,-25.7055135,12.3400000,-0.1747835,-0.7255953,-0.0104705,0.6654716,-9.6044434,2.9153807,-1.2684568,-0.1915637,0.3157124,0.3060017,42.1887856,-8.9380460,-3.1697504,12.3400000,-0.5496524,-0.4581478,-0.3803991,0.5859004,-9.3788094,1.2060746,3.4550222,0.2385266,-0.3328033,0.2927584,42.0677766,-0.2908465,-18.6518468
4,12.3500000,-0.5857090,-0.4108195,-0.4020694,0.5714127,-9.2148183,-0.0197552,2.9506490,0.2817383,0.1884758,-0.1134191,45.6556892,0.8301034,-14.6482294,12.3500000,-0.7400571,-0.2780962,-0.1244970,0.5995653,-5.2845861,2.5714879,7.9091777,0.0171971,0.0762115,-0.0035246,25.3938483,-0.2148547,-46.5663649,12.3500000,0.6944328,0.0034606,0.7190332,0.0272468,-9.4643735,0.7508853,-1.3440264,0.0539604,0.0377033,0.1628736,42.8555192,-4.0882679,12.7824501,12.3500000,0.4098239,0.5631793,0.5170145,-0.4975635,-9.3793490,-1.3957985,-1.6398734,0.1724987,0.0956000,-0.0388120,44.3698676,10.8442188,2.2888606,12.3500000,-0.4756778,-0.5402989,-0.3053948,0.6233311,-9.9069275,0.3607385,3.7347182,0.0982147,-0.3060904,-0.8344744,45.9982409,-2.7619811,-19.9013094,12.3500000,0.0947897,-0.5976271,0.0361699,0.7953292,-9.4951225,-0.0299094,2.7767741,0.4350386,0.0192267,-0.0384881,45.4969902,-1.8799402,-24.1706581,12.3500000,-0.5896927,-0.3675811,-0.0181426,0.7189002,-2.3218174,3.8992663,8.5207028,0.0289483,0.0031436,0.2141923,20.1323538,-9.5706043,-34.0586548,12.3500000,-0.0686301,-0.5717267,-0.0822318,0.8134227,-10.5885760,-0.0676626,3.0955820,-0.4636579,0.3872916,0.4202974,33.1445723,4.5866985,-25.4560614,12.3500000,-0.1766607,-0.7265660,-0.0104095,0.6639160,-9.4818269,3.3539732,-1.2179692,-0.2075116,0.3419285,0.3287458,42.1887856,-9.0356956,-2.9885969,12.3500000,-0.5505736,-0.4584343,-0.3780838,0.5863099,-9.1957132,1.2859527,3.5871489,0.2675520,-0.3379000,0.3215961,41.9812584,-0.4847581,-18.7383633
5,12.3600000,-0.5844106,-0.4120632,-0.4020794,0.5718395,-9.1828557,-0.0168670,2.8867236,0.2797975,0.2066580,-0.1031454,45.6883052,0.7928269,-14.5552297,12.3600000,-0.7399995,-0.2783285,-0.1246894,0.5994885,-5.2650458,2.5238745,7.9335938,0.0165030,0.0585328,0.0024039,25.4573086,-0.2246065,-46.5321595,12.3600000,0.6942422,0.0044894,0.7191980,0.0276029,-9.5009935,0.5714222,-1.3574439,0.0293783,0.0415434,0.1890453,42.6013179,-4.0881728,12.6834917,12.3600000,0.4089517,0.5637593,0.5168093,-0.4978374,-9.4118942,-1.0905504,-1.5829112,0.1988510,0.0904393,-0.0272407,44.2722010,10.9256258,2.3621526,12.3600000,-0.4731281,-0.5382136,-0.3065365,0.6265072,-9.7463636,0.2120084,3.7828009,0.0785631,-0.3438678,-0.8642846,46.0803319,-2.4626533,-20.0167797,12.3600000,0.0960787,-0.5974626,0.0378316,0.7952208,-9.4973602,-0.0465920,2.6691452,0.4266892,0.0131202,-0.0106271,45.4072649,-1.8799402,-24.1706581,12.3600000,-0.5898898,-0.3679005,-0.0179726,0.7185793,-2.5060481,3.8882777,8.0954225,0.0500646,0.0508623,0.0842007,19.9740335,-9.5485431,-34.0365934,12.3600000,-0.0714736,-0.5732915,-0.0826935,0.8120284,-10.4236671,-0.5972461,3.0460212,-0.3806922,0.3781723,0.4589365,33.1565833,4.5777764,-25.5045446,12.3600000,-0.1787063,-0.7275382,-0.0102657,0.6623042,-9.3353378,3.7532150,-1.0956181,-0.2210811,0.3469541,0.3651113,42.1885085,-9.1377884,-2.8887209,12.3600000,-0.5515516,-0.4587963,-0.3756532,0.5866699,-9.0167643,1.3253639,3.8840038,0.2804641,-0.3414704,0.3498293,41.9798656,-0.6581353,-18.7606493
6,12.3700000,-0.5831803,-0.4132591,-0.4020569,0.5722481,-9.1211642,-0.0150957,2.8378941,0.2708446,0.1934157,-0.0943475,45.7411385,0.7324442,-14.4651182,12.3700000,-0.7399673,-0.2785464,-0.1248053,0.5994030,-5.1972986,2.4958042,7.9470196,0.0218976,0.0452890,0.0106287,25.4475580,-0.2148557,-46.4247551,12.3700000,0.6940141,0.0055803,0.7193937,0.0280369,-9.5364066,0.4358299,-1.3891342,0.0270069,0.0510515,0.2089252,42.6783793,-4.1968371,12.6931893,12.3700000,0.4081347,0.5643567,0.5164955,-0.4981566,-9.4831028,-0.9766106,-1.5116682,0.2095363,0.0724643,-0.0113973,44.1907997,10.9256258,2.2888606,12.3700000,-0.4705634,-0.5358916,-0.3077452,0.6298280,-9.5876521,0.1365156,3.8553052,0.0582990,-0.3822921,-0.9014445,45.9764310,-1.9684514,-20.1976673,12.3700000,0.0972192,-0.5972598,0.0395211,0.7951524,-9.5472034,0.0309207,2.5592875,0.4137833,0.0038992,0.0173383,45.3871269,-2.0394407,-24.1706581,12.3700000,-0.5896904,-0.3683634,-0.0182724,0.7184983,-2.5333054,4.0800307,7.6997508,0.0295207,0.1107191,-0.0351614,19.8587759,-9.4950086,-33.9637526,12.3700000,-0.0738103,-0.5748144,-0.0822900,0.8107828,-9.9524615,-0.7235222,3.1489716,-0.1802795,0.3502708,0.4730308,33.3411669,4.3372540,-25.2729502,12.3700000,-0.1810474,-0.7284372,-0.0101294,0.6606803,-9.1896809,3.9932064,-0.9618909,-0.2677631,0.3386029,0.4034191,42.1765785,-9.4263320,-2.6934024,12.3700000,-0.5525948,-0.4591908,-0.3731299,0.5869897,-8.8730609,1.3891867,4.1048015,0.2859267,-0.3490980,0.3727192,41.9690514,-0.7655446,-18.9559692
7,12.3800000,-0.5820264,-0.4143808,-0.4020085,0.5726456,-8.9990901,0.0000000,2.8030432,0.2579696,0.1766521,-0.0880936,45.7784153,0.7324442,-14.3674591,12.3800000,-0.7399635,-0.2787902,-0.1248366,0.5992878,-5.1582382,2.4640644,7.9525130,0.0335398,0.0367443,0.0238197,25.4573184,-0.2685629,-46.4687021,12.3800000,0.6937533,0.0067832,0.7196206,0.0284000,-9.5583963,0.4307248,-1.4746714,0.0528471,0.0594906,0.2153341,42.5794220,-4.2847986,12.7714533,12.3800000,0.4074579,0.5648920,0.5160986,-0.4985152,-9.5339823,-0.8830347,-1.5849054,0.2009939,0.0405939,0.0023131,44.2070601,10.9418860,2.3621508,12.3800000,-0.4679702,-0.5332710,-0.3091179,0.6333025,-9.5236359,0.0632710,3.9167148,0.0224706,-0.4197100,-0.9553990,46.0559264,-1.6691426,-20.3097689,12.3800000,0.0981972,-0.5969797,0.0411957,0.7951575,-9.5583963,0.1684644,2.4693530,0.3929178,-0.0161828,0.0433672,45.4668810,-2.1550151,-24.1706581,12.3800000,-0.5891538,-0.3689954,-0.0193312,0.7185865,-3.3545700,4.1143098,8.0030271,-0.0341871,0.2133113,-0.1588592,20.3717397,-9.5264624,-33.9511314,12.3800000,-0.0755017,-0.5763290,-0.0808186,0.8096991,-9.5613162,-0.4700796,3.2163767,0.0695701,0.3251477,0.4886057,33.4502871,4.2217584,-25.2558425,12.3800000,-0.1837811,-0.7292596,-0.0101396,0.6590160,-9.0806450,4.0506408,-0.8500841,-0.3471942,0.3388211,0.4352454,42.1743614,-9.5259313,-2.5003006,12.3800000,-0.5537045,-0.4595774,-0.3704976,0.5873087,-8.7440225,1.4746385,4.2432617,0.2917262,-0.3669197,0.3899027,41.9579088,-0.9709414,-19.1512874
